Problem_Name,Id,Parent_Id,Text,Date,Up_Votes,Username,Parent_Up_Votes,Parent_Date,Parent_Text
"sign-of-the-product-of-an-array
",5,1,"By the way i read, it felt to me that we are the once who has to write the signFunc(). So yeah its all about perspective.","May 02, 2023",0,Minatokun,157,"Mar 27, 2023","error: cannot find 'signFunc' in scopeThe description leads us to think there is an implemented signFunc but there isn't. We have to write it for ourselves. Just don't say ""there is a function"" where there isn't. It is a simple function, we can write it, just don't say it is already available."
"valid-tic-tac-toe-state
",18,17,"@garima_2605 Because O won in his last turn, but X had another turn anyway. (X has an extra mark)","Mar 13, 2024",1,alinarhip,1,"Mar 08, 2024","Why this should return false?
[""OXX"",""XOX"",""OXO""]"
"knight-dialer
",29,26,LOL,"Nov 27, 2023",1,psionl0,5,"Nov 27, 2023",Can someone list all the possible outputs of example 3? i think its lazy for them to not list them as they did with example 1 and 2.
"maximum-number-of-vowels-in-a-substring-of-given-length
",156,155,there cannot be a substring with length < k that has more vowels than a the max substring of length k...,"May 05, 2023",1,gc-leetcode,0,"May 05, 2023","In the question is explicitly mentioned that length of substring should be of length k. However, in the testcases, it is also counting substrings whose length is less than k.Please correct this."
"xor-queries-of-a-subarray
",174,172,If you know bit manipulation then there is no need for hints,"Sep 13, 2024",0,Gagan121,0,"Sep 13, 2024",should be marked easy.
"best-time-to-buy-and-sell-stock-with-transaction-fee
",60,58,,"Jun 22, 2023",2,er245hdfvs,3,"Jun 22, 2023","Ever since i started leetcoding, i have never cracked a recursion or dynamic programming problem. Albeit I haven't tried that many. Just wanted to ask fellow coders if they had the same problem and how they overcame it. Anything deeper to know other than practice practice practice? Thank you"
"kth-distinct-string-in-an-array
",3,1,Upvote me 2 so I can do the same thing,"Aug 05, 2024",2,Dapperfin,147,"Aug 05, 2024","Upvote me so I can downvote people who comment ""This question was so easy"""
"crawler-log-folder
",294,292,"Yep, I see a stack would be useful if we needed to print the current folder, e.g. if there was a pwd operation. As that's not the case, storing the current depth is enough for the answer.","Jul 10, 2024",1,augustojr,0,"May 08, 2024","We can solve this question easily using an integer hierarchy which contains current hierarchy level. Initially, it will be 0 as it starts at main(root folder). Then we change it according to each log and the final hierarchy will be the answer.I don't get why it is tagged as stack though."
"flip-string-to-monotone-increasing
",25,21,@rajan_jasani9 depends on you how you implement it.,"Jan 17, 2023",1,nishant7372,41,"Jan 17, 2023","Count no. of 1's to flip on LHS + no. of 0's to flip on RHS for each index i and return minimum no. of flips.Step 1. For each index i, calc sum of (no. of 1's on LHS + no .of 0's on RHS of i).
Step 2. Concurrently, update min when sum<min. (Perform step 1 and 2 using single loop).
Step 3. Return min."
"koko-eating-bananas
",12,7,"Can't we do repeated tripling or even more? It would improve the time complexity, wouldn't it?","Nov 26, 2023",0,dimi14,1.4K,"Mar 08, 2023",double it and give it to the next monkey.
"number-of-submatrices-that-sum-to-target
",30,25,"What are their cheating methods? I've looked at their code, but I couldn't figure it out.","Jan 28, 2024",1,qazFatNerd,94,"Jul 20, 2019",
"count-of-substrings-containing-every-vowel-and-k-consonants-ii
",22,20,Didn't fail for me. Probably you applied it wrongly.,"Sep 29, 2024",3,siddharth96shukla,2,"Sep 29, 2024",why sliding window failed?? anyone please
"list-the-products-ordered-in-a-period
",8,5,Its a leap year,"Feb 15, 2023",1,VasudhaMishra,5,"Dec 14, 2022","can anyone tell me why we can't use
where o.order_date between '2020-02-01' and '2020-02-28' ?"
"domino-and-tromino-tiling
",132,131,Time to solve it! :),"Jun 29, 2024",0,agnisharma,0,"Jan 16, 2024","will solve it after 4,5 months ... today enough time wasted"
"number-of-good-leaf-nodes-pairs
",32,29,"Daily Routine :
Wake up early
Start solving daily challenge problem
If I solve it myself then, post the solution
else learn from Youtube or Editorial
again sleep ..","Jul 18, 2024",4,venkatsaikilli464,79,"Jul 18, 2024","Good morning peeps. Thought after solving question I'll sleep.
Now after waking up, I'll solve"
"strong-password-checker
",7,6,They didn't wanted to hire but just play with feeble Human Resources.,"Aug 18, 2024",1,NitkarshChourasia,30,"Dec 31, 2022",Believe or not this was the first question asked in my today's interview.
"sequential-digits
",95,94,yeah,"Feb 02, 2024",0,Ashish_4k,0,"Feb 02, 2024","We can manually generate all the possible numbers between 10 and 10^9. Store this element in an array and then traverse through the array to check whether each element is in the range.All possible candidates(36):
{12,23,34,45,56,67,78,89,123,234,345,456,567,678,789,1234,2345,3456,4567,5678,6789,12345,23456,34567,45678,56789,123456,234567,345678,456789,1234567,2345678,3456789,12345678,23456789,123456789}"
"reverse-string-ii
",24,23,thank buddy,"Jun 18, 2024",0,atharv123_aj,14,"Mar 11, 2023","QuestionSimplified:
We've given a string s and integer k,
we've to do some operations on that string
But there are some condtions which is as follows:Case−I : for every 2 * k characters of that string s reverse the first k characters then go for another 2k chars and reverse the first k chars and go on..Case−II : while doing case-i if few chars are left and that chars are not eqaul 2k then if they lie in the range of k to 2k (k included) then reverse the first k chars and dont do anything on other chars."
"find-the-child-who-has-the-ball-after-k-seconds
",13,12,"Yes, we can but it might be difficult to get the maths solution quickly in an interview","Jun 10, 2024",0,Sarichi,5,"Jun 09, 2024",You can solve this in one line using math
"minimum-penalty-for-a-shop
",65,63,"Your approach is already efficient. However, small optimizations can be made, Pre-calculate the count of 'Y' so you don't need to decrease it iteratively, use a single loop to compute both prefix and suffix counts simultaneously. With these changes, the time complexity remains O(n), but fewer operations are performed within the loop.","Aug 29, 2023",1,janis__,0,"Aug 29, 2023","This is my approach can I optimize it even more?I traverse the string and count the number of 'Y' (count_y)
I declare the prefix count of n to 0 and keep the idx to -1
then I run a loop and count penalty as:
int penalty=count_y+pre_n;
if(penalty<minPenalty){
minPenalty=penalty;
idx=i;
}
then I check customer[i]
if it is equal to N then suff_n++ else count_y--"
"sentence-similarity-iii
",178,177,@DVD_Mathadis so either prefix or suffix is optional,"Oct 06, 2024",0,muddy_danger,0,"Oct 06, 2024",Is this test case wrong ?
"minimum-height-trees
",29,26,"@zvilutis A linked list like graph is the best test case to understand the solution.
A leaf node as root will give the maximum height. So we keep removing them.
Check the Hint to know when to stop.","Apr 23, 2024",1,drdamanraaj,42,"Mar 28, 2023","hint: delete those nodes with only one connection repeatly, the only 1 or 2 nodes left are the answer."
"maximum-length-of-a-concatenated-string-with-unique-characters
",98,97,Good work keep it up,"Jan 23, 2024",0,mochiball123,0,"Jan 23, 2024","Solved after investing 1 hour, Finally Building some confidence in recursion :)"
"find-the-sum-of-subsequence-powers
",3,1,@mankisnoob 544 / 547 passed,"Mar 30, 2024",0,Kovid_krishnan_30,8,"Mar 30, 2024",Tried sorting + backtracking but got TLE...
"sliding-window-maximum
",16,11,Thank you so much for sharing !!!,"May 04, 2024",0,akashrajakku,210,"Mar 02, 2021","If you are looking for explanation of the solution approach i recommend you read these two pages of
Competitive Programmer’s Handbook - Antti Laaksonen"
"check-if-binary-string-has-at-most-one-segment-of-ones
",27,26,"I agree. Bad description. I could not understand why for the string """"1001"", the output should be false and for the string ""1000"", the output should be true, there are no contiguous ones in both cases, so the oneSegmentCount <= 1 in both cases, so it should be true.","May 13, 2024",0,user0329a,6,"Mar 07, 2021",i can not understand the question in anyway from description
"possible-bipartition
",4,1,This comment cracked me up lol,"Dec 21, 2022",6,prasflames16,102,"Dec 21, 2022",Should we return false if people hate themselves?
"minimum-increment-to-make-array-unique
",26,25,🤣🤣,"Jun 14, 2024",0,ROHANMANNA,97,"Jun 14, 2024","LEETCODE TESTCASES WHILE RUNNING CODE 🤡🤡🤡,
LEETCODE TESTCASES WHILE SUBMITTING CODE 🗿🗿🗿."
"minimum-number-of-flips-to-make-binary-grid-palindromic-i
",5,4,"me hehe, but couldn't solve 3","Aug 04, 2024",0,neelbhatta22,2,"Aug 03, 2024",Who solved this problem
"number-of-submatrices-that-sum-to-target
",87,86,Why do people keep suggesting a hash map? I managed to beat 100% runtime-wise using 2D prefix sums alone. I've looked at a few hash map solutions and I genuinely can't tell what it's for.,"Jan 28, 2024",2,4onen,1,"Jan 28, 2024","Prerequisite :🧠 Maximum sum rectangle in a 2D matrix
Hint :🧠 Prefix Sum , HashMap
<<>>"
"minimum-number-of-changes-to-make-binary-string-beautiful
",196,195,"The idea is to make the whole string beautiful without splitting into alternating patterns like ""10"" and ""01"". So for ""1001"", we’d need two changes to make it ""1100"" or ""0011"".","Nov 05, 2024",0,nush22,0,"Nov 05, 2024","Confused by this question. If s is ""1001"" and it is split in two giving ""10"" and ""01"", then both substrings have even lengths and contain only 0 or 1, making it beautiful. Why is any change required? The output be 0 according to the description of the problem. Isn't any even length string containing 1 or 0 beautiful by these rules?"
"invalid-tweets
",79,78,Wow ......,"Feb 08, 2024",1,I_M_Varun_Singh_24,1,"Jan 23, 2024",select tweet_id from Tweets where tweet_id=2
"ipo
",283,279,the affordability of the project depends on the capital not on the profit so select the project with maximum profit within the range of your current capital. try to think of a data structure for that specific purpose.,"Jun 15, 2024",0,ajaydewangan,0,"Jun 15, 2024","Please help me understand why would the following give incorrect result...
This gives incorrect result for 10th test case. Here's what I tried to do in my code:
first I created a vector of pairs to store the capital and profit of each project together. I sorted this vector by profits in descending order so that whenever I find a affordable project I find the one which gives me maximum profit and mark it used by changing that project's capital to -1. Then I run a loop until I choose k projects or no project can be afforded in the current capital at hand.Here is the link to my code:
https://leetcode.com/problems/ipo/submissions/1288971176?envType=daily-question&envId=2024-06-15"
"find-if-array-can-be-sorted
",54,49,bubba sort 🫡🫡,"Nov 06, 2024",6,shivam532004,13,"Nov 06, 2024","lets make this problem super easy , 100% beat runtime and 97% beat memory ☠️1] instead of using bubba sort or any type of sort which has O(n^2) complexity,
use bubba sort for only one iteration i mean use only one for loop which act same as
bubba sort
eg :)- [3 16 8 4 2] :
first 3 and 16 will sort & bits are also same = [3 16 8 4 2]
second 16 and 8 will sort & bits are also same= [3 8 16 4 2]
third 16 and 4 will sort & bits are also same= [3 8 4 16 2]
last 16 and 2 will sort & bits are also same = [3 8 4 2 16]
after first first loop updated array values will be = [3 8 4 2 16]
so it means first loop work fine"
"lexicographical-numbers
",29,25,bruh this helps a lot ✌️✌️,"Sep 21, 2024",1,kartikgarg991,40,"May 21, 2024",For n=1000
"maximum-difference-between-node-and-ancestor
",111,107,7 and 0 nodes are not related,"Jan 11, 2024",0,ilya_myakotin,0,"Jan 11, 2024","[2,4,3,1,null,0,5,null,6,null,null,null,7]
why answer is 5? why not 7?"
"maximum-enemy-forts-that-can-be-captured
",52,51,You cannot have your own fort in the way I believe. Though this is not mentioned as a constraint in the problem. Poorly worded.,"Sep 20, 2023",0,arkdev9,0,"Aug 26, 2023","[-1,-1,0,1,0,0,1,-1,1,0] - expected:1Wrong test case answer. You can 100% see its to, from index 3 - 6 we have 2 forts that can be captured. Why does leetcode have wrong testcases?"
"soup-servings
",29,24,"@radiosilence
Thanks for the explanation.
The way I understood it would work (counting the occurances in your detailed analysis), was:","Jul 29, 2023",2,pansysk75,10,"Jul 29, 2023",can anyone explain for n=100 how it is 0.71875??
"filter-elements-from-array
",109,107,"actually it says we have to keep those values who returns true (truthy value) and
-2 + 1 = -1 (truthy)
-1 + 1 = 0 (falsy)
0 + 1 = 1 (truthy)
1 + 1 = 2 (truthy)
2 + 1 = 3 (truthy)","Jun 24, 2023",1,Pushkraj,0,"Jun 22, 2023","can someone explain why 3 example output is [-2,0,1,2] and not the [-1,0,1,2,3] if the fn function is just incrementing every arr[i] values?
updated after 3 minutes: I understood why. Code uses if, that only checks boolean values, -1 + 0 = 0 and 0 is 'false' boolean value"
"students-and-examinations
",47,42,I think there is no need of grouping by student_name while you are grouping by student_id.,"Oct 27, 2023",1,Deepakkag,12,"Dec 09, 2019","/* Write your PL/SQL query statement below */select
st.student_id,
st.student_name,
s.subject_name,
count(e.subject_name) attended_exams
from
students st
cross join subjects s
left join Examinations e
on
e.student_id=st.student_id and
e.subject_name =s.subject_name
group by st.student_id,s.subject_name,st.student_name
order by st.student_id,s.subject_name"
"increasing-triplet-subsequence
",161,160,"10,12,13","Sep 17, 2024",0,miparnisari,0,"Aug 29, 2024","How come [20,100,10,12,5,13] is true? Can someone please explain?"
"arithmetic-slices-ii-subsequence
",39,38,And so are going to be you if you keep slabbering this joke 1000-th time.,"Jan 07, 2024",5,sergei99,9,"Jan 07, 2024",leetcode intern got fired in january
"find-kth-bit-in-nth-binary-string
",179,178,This task is not about creating any strings whatsoever.,"Oct 19, 2024",0,sergei99,0,"Oct 14, 2023","Can someone help ? I am getting time limit exceeded.
class Solution {
public char findKthBit(int n, int k) {
String str=getString(n,k);
return str.charAt(k-1);
}"
"minimum-sum-of-four-digit-number-after-splitting-digits
",46,45,Thanks for posting your solution here but not in the Solutions section.,"Mar 15, 2024",0,statucci,0,"Feb 21, 2023","class Solution {
public int minimumSum(int num) {
int[] nums=new int[4];
for (int i=0; i<nums.length;i++){
nums[i]=num%10;
num/=10;"
